LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,LPC_13,LPC_14,LPC_15,LPC_16,LPC_17,LPC_18,LPC_19,LPC_20,LPC_21,LPC_22,LPC_23,LPC_24,LPC_25,LPC_26,LPC_27,LPC_28,LPC_29,LPC_30,LPC_31,Label
1.0,-2.9286203,3.7079384,-2.8257906,1.7318825,-1.1329533,0.87995875,-0.87888235,0.9973731,-0.95768636,0.727535,-0.49034253,0.3076869,-0.19167428,0.17675446,-0.20317519,0.20023231,-0.15869884,0.11285764,-0.080780804,0.07783608,-0.12211957,0.19558626,-0.17237353,0.09020819,-0.063064694,0.014528558,0.016882211,0.12334132,-0.22510697,0.105491474,classical
1.0,-2.7393718,3.3859458,-2.8013582,2.094317,-1.6683662,1.463305,-1.4229841,1.4512441,-1.3212073,1.0292945,-0.7602406,0.5907912,-0.48644271,0.36008513,-0.23220728,0.18199186,-0.14172687,0.067246236,-0.006561015,0.052181363,-0.10898787,0.09679277,-0.06927295,0.17792472,-0.42699248,0.6569699,-0.8616881,0.76629853,-0.3124815,0.028785685,classical
1.0,-2.2732272,2.2284734,-1.6002996,1.2779714,-1.076,0.9487231,-0.9327412,0.91362643,-0.7958558,0.6477217,-0.5438249,0.4480205,-0.35950348,0.31883645,-0.2619819,0.15786406,0.01806304,-0.19198899,0.30273736,-0.26715553,0.22162092,-0.25804237,0.3735199,-0.5441847,0.13121681,0.50156265,-0.5096142,0.34701413,-0.23639277,0.074238025,classical
1.0,-2.645394,2.9903326,-2.097837,1.3377339,-0.98508316,0.8491216,-0.83573765,0.83250296,-0.7508843,0.59904,-0.46336222,0.3775801,-0.35107622,0.3217652,-0.21740036,0.123796076,-0.0770649,0.029003445,0.046086565,-0.025280423,-0.003098309,-0.06200707,0.1966018,-0.3639418,-0.018357158,0.95028317,-1.347467,0.9947301,-0.47903967,0.11800403,classical
1.0,-2.4384103,2.4285696,-1.658721,1.2058501,-0.7477673,0.42933637,-0.482436,0.59911793,-0.46270952,0.31111482,-0.3326562,0.320112,-0.23606105,0.12345044,0.06331223,-0.19238386,0.1384539,0.068941936,-0.30615425,0.44600606,-0.39522555,0.20138948,-0.0037469026,-0.015978409,-0.09710832,0.030070283,0.15739568,-0.105233476,-0.053590715,0.06013841,classical
1.0,-2.3065457,2.0958846,-1.2186022,0.8594471,-0.8454787,0.8207526,-0.71346873,0.6528012,-0.6752435,0.60128623,-0.35008,0.15766686,-0.1527048,0.2128464,-0.22613841,0.1756975,-0.07614654,0.032647833,-0.06506495,0.12737659,-0.1474826,0.110107474,-0.009801824,-0.031249486,-0.043080475,0.044659108,0.07411206,-0.13734138,0.095442645,-0.02967943,classical
1.0,-2.3382246,2.106594,-1.2100873,0.8791646,-0.6905436,0.47106528,-0.35981795,0.21615249,-0.06543993,0.14285147,-0.27823746,0.36732665,-0.3817819,0.11429604,0.22829388,-0.19264036,-0.020857925,0.14652166,-0.2741248,0.3774468,-0.35118613,0.19055653,0.034381744,-0.16364923,0.119268864,-0.043131087,0.06897193,-0.013208166,-0.06816678,0.038873497,classical
1.0,-1.8363719,0.56501716,0.23888361,0.43283236,-0.35044876,0.009953771,-0.2676634,0.24428633,-0.05854099,0.1420369,-0.084672265,0.06251877,-0.1355666,0.0053636404,-0.015477547,0.07648195,-0.017111227,0.025851669,0.044853155,-0.0287328,-0.09637134,0.025791515,0.085290976,0.009932533,-0.035320397,0.01013401,-0.021726225,-0.046532206,0.0063944757,0.03801082,classical
1.0,-1.7333822,0.24485599,0.26467702,0.64380294,-0.17394759,0.009775974,-0.39285463,0.04863314,-0.0899885,0.22783528,-0.027218968,0.0811641,-0.079636104,0.029705541,-0.08484953,0.03831324,-0.007389068,0.034392856,-0.025159104,0.01387425,-0.021462185,0.01704961,0.0210394,0.0031470475,-0.027407043,-0.034891095,0.007687483,0.036955427,0.058466796,-0.06598854,classical
1.0,-1.987171,0.6069323,0.40419272,0.5620805,-0.48344916,-0.07296207,-0.32811746,0.27419865,-0.01073712,0.21163571,-0.13362238,0.02587558,-0.12672819,0.05921682,-0.056864634,0.10214529,-0.02791658,0.024279442,-0.04051767,0.024599336,-0.02368533,0.02601979,-0.032139786,0.0009331964,-0.022044666,0.072751656,0.017547863,-0.028800528,-0.06779622,0.05122514,classical
1.0,-2.1004927,0.8532814,0.37756982,0.42935905,-0.5787838,-0.008107153,-0.2503254,0.315961,-0.024338339,0.17569937,-0.18191215,0.0138612,-0.110037915,0.08419152,-0.0022207533,0.08567981,-0.033060685,-0.0069537163,-0.047668863,0.002646911,-0.0010424707,0.027568296,-0.00043968065,0.018219072,-0.028471066,-0.00031315722,0.018497393,0.0037179645,-0.034650933,0.026389275,classical
1.0,-2.0971284,0.800171,0.4119775,0.4455706,-0.5167291,-0.052449208,-0.26272652,0.27587023,-0.014449926,0.15864776,-0.12872754,0.020388141,-0.09491287,0.06688506,-0.023820227,0.048335906,-0.036115855,0.033133917,-0.034998305,0.028021883,-0.00668896,-0.001728246,-0.03763889,0.017649136,0.009302363,0.044996895,-0.010724176,-0.006749999,-0.07433148,0.056883227,classical
1.0,-2.2976348,1.3149067,0.28972006,0.17288692,-0.75607586,0.21726918,-0.07831008,0.3620751,-0.21223804,0.059227176,-0.19187613,0.1725868,-0.03798978,0.11493897,-0.13393933,0.0017222392,-0.03741671,0.101058826,0.0014461624,0.0016574246,-0.07522928,0.04185315,-0.027549583,0.030399589,0.007999996,0.009452684,-0.010381291,-0.00572801,-0.023387779,0.029310316,classical
1.0,-1.8670013,0.6116889,0.29216608,0.37750265,-0.42870465,0.043340225,-0.2270319,0.2381394,-0.02233036,0.15045464,-0.15573044,-0.016199932,-0.07450742,0.12810229,0.019893784,0.013705354,-0.078653395,-0.006878615,0.0207922,0.04271123,0.011998968,-0.03238428,-0.020419527,-0.020846764,-0.008478596,0.05724992,0.029261492,-0.014369359,-0.07444317,0.04506809,classical
1.0,-2.6073618,2.5684876,-1.0137093,-0.06630902,0.14438951,-0.23253058,0.7967405,-0.85548985,-0.07903981,0.8885876,-0.7419018,0.16754018,-0.03404229,0.18156354,0.065644234,-0.45394525,0.22550312,0.39830554,-0.47616217,0.07039948,0.0742082,0.12391273,-0.1813659,-0.100840926,0.34636724,-0.16131413,-0.124882,0.12704311,-0.07387845,0.03866509,classical
1.0,-1.4398497,0.45169067,0.14359635,-0.1867374,0.1879591,-0.12479789,-0.01691271,0.07402231,-0.094258696,0.06328736,-0.028704125,0.07313713,-0.26224184,0.12188576,0.20977017,-0.08168636,-0.12265816,0.10847778,0.0874021,-0.121763125,0.11819531,-0.045686226,-0.046719022,0.1816225,-0.22189023,-0.14513773,0.2634335,0.0051512755,-0.12619953,0.0344621,classical
1.0,-2.4999163,2.4514208,-1.1228938,0.18219858,0.060576666,-0.2033327,0.38804466,-0.2534792,-0.007903495,0.038943015,-0.11050314,0.27639416,-0.38961312,0.36570424,-0.15142149,-0.02057717,0.058213234,0.010000129,-0.06199788,0.019468088,0.023312023,-0.06873642,0.13950515,-0.1136487,0.08849025,-0.03895409,0.01735767,-0.08989789,0.11241438,-0.050823957,classical
1.0,-2.1026068,1.5451856,-0.37768584,-0.1856473,0.17757706,-0.025793286,0.26228058,-0.37475723,0.067981645,0.19128317,-0.24535021,0.11623264,-0.048143648,0.17436919,-0.17406005,0.16097201,-0.1990783,0.27212748,-0.24087083,-0.05685115,0.32821712,-0.3006543,0.1625177,0.012408845,0.03392267,-0.23149908,0.23221286,0.049560636,-0.3551092,0.23701568,classical
1.0,-2.4192882,2.32903,-0.73243785,-0.6877943,1.0002238,-0.635013,0.29778242,-0.024569571,-0.41375545,0.78157115,-0.6970248,0.32400072,0.03647656,-0.23499048,0.2973874,-0.12416702,-0.08304268,-0.3103944,1.1935023,-1.3855699,0.4025267,0.6904572,-0.77351487,0.30037093,-0.10695957,0.13374197,0.07572028,-0.35715097,0.44220337,-0.20947154,classical
1.0,-2.335519,2.1684625,-0.9671915,0.061563417,0.15908831,0.05769044,-0.030380439,-0.2209681,0.23237531,0.06388157,-0.39232248,0.36350316,-0.108735055,0.02419867,0.03508338,-0.06321057,0.08342827,-0.0125634605,-0.115425736,0.09737512,-0.02450935,0.035503734,-0.15125407,0.20720463,0.07482156,-0.3381031,0.27719876,-0.16103424,0.061600443,0.019584848,classical
1.0,-2.703945,2.904478,-1.7077745,0.7452659,-0.34940037,0.18062355,-0.024869978,-0.10881568,0.25873548,-0.40083668,0.40898913,-0.25805292,-0.041428205,0.26085278,-0.10331155,-0.17287427,0.13086446,0.1052437,-0.16051054,0.048892416,-0.002607854,0.017639259,0.018054252,-0.07631439,0.09520926,6.9167465e-05,-0.10119112,0.103730515,-0.07940584,0.036404494,classical
1.0,-2.7528713,3.0604289,-1.71901,0.45518142,-0.04597779,0.007379556,0.099559225,-0.11032627,0.047765184,-0.13453017,0.1566015,0.03169383,-0.25490808,0.3952947,-0.30417997,0.03889379,0.13104582,-0.08439993,-0.049048398,0.12467196,-0.11589432,-0.0065630493,0.19199304,-0.37470236,0.47599605,-0.3237696,0.10913292,-0.057662066,0.06468047,-0.029387677,classical
1.0,-2.5843847,2.584514,-1.1924534,0.09707752,0.0917118,0.1548514,-0.15356219,0.076824956,-0.19115192,0.19559197,-0.2084192,0.22493353,-0.11169485,0.103847876,-0.096834354,-0.017470157,0.12591916,-0.10333832,-0.048111826,0.1489181,-0.12293236,-0.003635715,0.10316574,-0.19581355,0.32857016,-0.24834876,0.14572293,-0.19142808,0.13255794,-0.028334461,classical
1.0,-2.4339392,2.314697,-1.0747343,0.17694746,0.009073262,0.10514086,-0.07999764,-0.045494683,0.02439005,0.108260386,-0.13457061,-0.021650726,0.1714136,-0.11515586,-0.005645196,0.014384057,0.050942246,-0.05598404,0.032903396,-0.036131654,0.08276123,-0.051229127,-0.03986212,0.015168294,0.03365004,-0.007885009,-0.026380459,0.028124675,-0.012335163,0.0052658757,classical
1.0,-2.3560596,1.9748797,-0.8144124,0.4417295,-0.43523893,0.49237806,-0.5921026,0.5187681,-0.2719259,0.041378655,-0.0423005,0.24224539,-0.21512967,0.02776319,-0.10756442,0.18570618,-0.15060395,0.25994304,-0.1144205,-0.24170111,0.18086717,0.1196593,-0.22701323,0.13696656,0.008801924,0.047277644,-0.29601625,0.37684396,-0.208384,0.049160287,classical
1.0,-2.2703826,1.8495145,-0.6856737,0.11216636,-0.06403953,0.39350617,-0.53466314,0.3425307,-0.21370538,0.08405484,0.00095027406,0.15547745,-0.24574572,0.1004432,-0.06266327,0.17126931,-0.17249267,0.055492043,0.14693552,-0.29157278,0.20915088,0.18797134,-0.7096866,0.76949406,-0.27826798,-0.16007416,0.14576375,0.116012596,-0.18067938,0.06857871,classical
1.0,-2.396576,2.2879558,-1.3675767,0.8667115,-0.64249647,0.4685539,-0.30017954,0.2684193,-0.3944222,0.4297579,-0.28429493,0.21373843,-0.458621,0.86941457,-1.0952892,0.8124786,-0.29269254,0.20936826,-0.37597406,0.29201478,-0.16440563,0.21071538,-0.24864715,0.26784232,-0.2455921,0.15716492,-0.14947374,0.057632685,0.15474392,-0.11687496,classical
1.0,-2.3235242,1.9854755,-0.9630192,0.6202703,-0.4727624,0.36637938,-0.38765824,0.40902787,-0.4016298,0.31096166,-0.20539413,0.21432546,-0.19148381,0.26932603,-0.53912514,0.4513996,-0.037113763,-0.03965327,-0.010492307,-0.01219495,-0.116780974,0.17474997,-0.020489702,-0.04691374,-0.07036991,0.15659526,-0.06400055,-0.12659824,0.19685477,-0.0699741,classical
1.0,-2.4815376,2.4896448,-1.5392885,0.89882535,-0.62022275,0.5278635,-0.37139234,0.22519492,-0.2872969,0.3654714,-0.23921075,0.08526128,-0.110695034,0.312755,-0.5138863,0.4007888,-0.13386355,0.02227664,-0.014376056,0.08231718,-0.1190315,0.07413108,-0.035440788,0.12078662,-0.21514744,0.10398449,0.044860464,-0.042579036,-0.00039731804,0.0040905094,classical
1.0,-2.4704766,2.4576263,-1.4384369,0.7349627,-0.4788576,0.45511428,-0.47085083,0.4592154,-0.40661868,0.2834125,-0.20918284,0.24628481,-0.22885336,0.13080466,-0.057227474,0.020808546,-0.043971494,0.14329311,-0.1393992,0.015249395,0.07249484,-0.032072395,-0.09477628,0.15224014,-0.09251935,-0.013355702,0.096079685,-0.038457282,-0.036959156,0.02772479,classical
1.0,-2.4388995,2.3409517,-1.2983447,0.7537321,-0.6455755,0.5336844,-0.41265416,0.42999163,-0.4634784,0.35091364,-0.20396373,0.19703725,-0.20903184,0.18019177,-0.10807388,0.040825326,-0.05464777,0.058238182,0.056484707,-0.13440558,0.020373171,0.10610655,-0.020803442,-0.1614321,0.115391865,0.09397033,-0.09627403,-0.066338405,0.13270263,-0.050323915,classical
1.0,-2.514417,2.561884,-1.56149,0.8741995,-0.60427713,0.5110862,-0.5097486,0.52669007,-0.37944144,0.16728458,-0.14131479,0.2724285,-0.3155999,0.23160551,-0.1324705,0.09332099,-0.15086374,0.18122499,-0.040190738,-0.13312659,0.15026703,-0.044599786,-0.10294815,0.22873503,-0.24594243,0.16293746,-0.026064396,-0.0061588436,-0.05339624,0.03949875,classical
1.0,-2.4353848,2.2824404,-1.2039537,0.63288015,-0.46539322,0.4339616,-0.46630466,0.4763827,-0.34209776,0.17245597,-0.16189443,0.22352731,-0.15795782,-0.015807658,0.10122354,0.06818839,-0.33131525,0.28910667,0.026348852,-0.10624308,-0.05141589,0.11609603,-0.123729765,0.18923669,-0.15798454,-0.037135437,0.16638616,-0.041987017,-0.11514501,0.07431435,classical
1.0,-2.4157183,2.305332,-1.2375647,0.52635974,-0.29976112,0.36199826,-0.4452051,0.3965246,-0.27884924,0.19600312,-0.15665746,0.11059682,-0.058970656,0.056398157,-0.03172875,-0.0192703,-0.02505194,0.2777579,-0.54702944,0.559392,-0.34914064,0.06611458,0.10554801,-0.033429492,-0.07876819,0.0016825814,0.15430489,-0.16223404,0.0928042,-0.02929743,classical
1.0,-1.7453126,1.2593238,-0.5575421,0.06823787,0.20586003,-0.15706357,0.053988375,-0.16470794,0.3718504,-0.5922506,0.6690667,-0.54198325,0.24505147,0.013474362,0.006730656,-0.09969643,-0.046801865,0.07609476,0.06931628,-0.321753,0.59348047,-0.50787604,0.23054321,-0.0046280585,-0.112802096,0.20863411,-0.33044437,0.40383685,-0.26468268,0.084296964,classical
1.0,-1.7261239,1.1816485,-0.50531286,0.054777108,0.22509368,-0.14516515,0.000982922,-0.10779191,0.37251675,-0.7561577,1.0350144,-0.90898824,0.43544003,-0.04377113,-0.085520595,-0.040236972,0.13214839,-0.09910035,0.10606667,-0.20356086,0.23739888,-0.09046825,-0.03770471,0.07013655,-0.066597395,0.18431433,-0.3725913,0.423354,-0.28539416,0.10561188,classical
1.0,-1.8205427,1.2749138,-0.52838284,0.13236833,0.05426938,0.053202655,-0.13974664,-0.11443132,0.46410337,-0.7929747,1.0414512,-0.9323585,0.46101618,-0.05016852,-0.07073335,-0.048944302,0.15160057,-0.12443618,0.09073156,-0.16992262,0.27297813,-0.14409882,-0.054021947,0.01632433,0.07364462,0.08678501,-0.31957242,0.38822258,-0.2955227,0.12162708,classical
1.0,-1.7761763,1.3574802,-0.7260682,0.33963245,-0.16519368,0.16841891,-0.17873229,0.110687315,0.11805348,-0.54157585,0.8668398,-0.9197998,0.70307076,-0.31856704,0.17437607,-0.2689958,0.25490412,-0.3092184,0.38817072,-0.33043465,0.28911024,-0.11270224,-0.11766657,0.08092703,-0.00096339546,0.19207633,-0.39961916,0.36823353,-0.21503645,0.09112723,classical
1.0,-1.8110901,1.2028308,-0.59278715,0.35299647,-0.09048329,0.0011781957,-0.03553354,0.04154481,0.24830766,-0.7292962,0.7943962,-0.70942515,0.72088844,-0.4782064,0.24388108,-0.22972134,0.17394453,-0.044247817,0.13316514,-0.35816056,0.42392734,-0.18061984,-0.21298087,0.26691008,-0.10964613,0.23253325,-0.31378835,0.23201263,-0.21453677,0.11077442,classical
1.0,-1.9305995,1.5876019,-1.048175,0.68319523,-0.34701693,0.22689489,-0.28262466,0.299982,-0.12719163,-0.21238902,0.5052355,-0.54098153,0.2991058,0.028233478,-0.07792524,-0.093796246,0.2890181,-0.5913435,0.6282942,-0.4103124,0.40694702,-0.30706593,0.12020795,-0.13139528,0.10930305,0.022944123,-0.095675305,0.10721143,-0.11406303,0.061397735,classical
1.0,-2.2465231,2.3077931,-1.6573032,1.1606401,-0.9087177,0.71212643,-0.5729161,0.5519555,-0.52406305,0.38767177,-0.24878083,0.21333802,-0.20004416,0.1968512,-0.16612123,0.14875114,-0.12690698,0.0077884095,0.05750814,0.052259937,-0.048434418,-0.041136857,-0.124547176,0.39842725,-0.3221084,-0.0888776,0.36547786,-0.2780682,0.10723983,-0.028547017,classical
1.0,-2.1381824,2.16329,-1.666364,1.302264,-1.0429724,0.7939684,-0.6460373,0.6409355,-0.6391335,0.55840206,-0.4507254,0.40677533,-0.39095107,0.3918211,-0.447759,0.48520544,-0.3431944,0.12472675,-0.07898389,0.112900645,-0.01946681,-0.047280595,0.04613606,-0.045910366,0.06520143,-0.099343434,0.13721356,-0.0568875,-0.03873026,0.03429897,classical
1.0,-2.1760907,2.2716558,-1.801775,1.3933127,-1.0771238,0.8796074,-0.836852,0.821902,-0.7799671,0.6583998,-0.5017603,0.43056193,-0.3576825,0.2758405,-0.24262977,0.24911278,-0.21801834,0.20917648,-0.23502283,0.24962556,-0.23571862,0.27316907,-0.29561287,0.24752854,-0.16347761,0.188844,-0.29569548,0.23349912,-0.078775704,0.024637915,classical
1.0,-2.3082383,2.3947594,-1.6832346,1.1204634,-0.8766053,0.71200395,-0.5626817,0.47976726,-0.43441615,0.39661875,-0.36436287,0.3742045,-0.39025822,0.37389037,-0.2711822,0.18465437,-0.12546444,0.07644675,-0.06851155,0.09950396,-0.079806656,0.04251953,0.0019117454,-0.00441985,-0.16199826,0.501914,-0.745579,0.5181255,-0.08831991,-0.024116164,classical
1.0,-2.5201933,2.2768493,-0.7499129,-0.008511006,-0.053006496,0.039560236,0.085339576,-0.0146506755,-0.06655044,-0.020847736,0.1472706,-0.12936951,0.042067885,0.0053715017,0.012212712,-0.008980576,-0.061835587,0.062027216,0.018843744,-0.029399376,-0.0037829042,0.03412203,-0.03729641,-0.03624246,0.09242163,-0.010122486,-0.042285223,0.013351887,-0.034946106,0.03686004,classical
1.0,-2.407909,2.1916044,-1.0102992,0.32579774,-0.108199246,-0.009652354,0.05684863,-0.03729471,0.069503985,-0.15296057,0.14345883,-0.021292048,0.029124409,-0.12649852,0.092809,0.02125484,-0.07174431,0.04691165,0.008537919,-0.01266355,-0.031139372,0.020638116,0.059688084,-0.08265268,0.0044441437,0.066266365,-0.03645156,-0.022578718,0.02033402,-0.0018459142,classical
1.0,-2.5185394,2.3305733,-0.83138716,-0.009514093,0.045151703,-0.06519119,0.14142625,-0.09566084,0.033753973,-0.054794855,0.1101682,-0.060796794,-0.05461133,0.008472104,0.10846138,-0.04576681,-0.07715787,0.08244462,-0.0034014117,-0.011728488,0.015584981,-0.032483526,0.03712872,-0.08109051,0.1381932,-0.06615347,-0.0354948,-0.057662897,0.13601594,-0.054039452,classical
1.0,-2.4305527,2.1897712,-0.9049492,0.17521702,-0.01308361,-0.053263664,0.07676713,-0.0048731323,-0.03523077,-0.029909424,0.12921324,-0.07395943,-0.009177243,-0.052918922,0.08790076,-0.009106578,-0.092062615,0.072709486,0.05753614,-0.07307592,0.02116183,-0.021494282,0.020472122,0.005487583,-0.018908074,0.032846738,-0.014223104,-0.04400915,0.0354933,0.0031625496,classical
1.0,-2.5484686,2.7453659,-1.7194921,0.7914275,-0.33348948,0.14114612,-0.03594634,-0.1655285,0.32566148,-0.25875327,0.13589337,-0.08165109,0.042606108,-0.030204406,0.022355227,0.021462806,-0.06842513,0.07468733,-0.06203179,0.049367495,0.011751115,-0.041521363,0.06318979,-0.098894656,0.060390323,0.044193015,-0.08647652,0.09198057,-0.11458522,0.077237085,classical
1.0,-2.4580638,2.5250382,-1.5342159,0.70648956,-0.2910371,0.09055899,-0.09054681,0.08608184,0.060075227,-0.14734493,0.16724862,-0.16515806,0.13622393,-0.12694944,0.092372306,0.03883132,-0.102142595,0.017658032,0.0528767,-0.05632039,0.0457207,-0.025976447,0.030679634,-0.00791604,-0.00127606,0.011808118,-0.068325505,0.09093623,-0.07198005,0.03871818,classical
1.0,-2.541328,2.4038262,-0.9344137,0.04894739,-0.018612487,0.10205219,-0.05062952,-0.023810506,0.077746205,-0.061876584,0.01100708,0.035420433,-0.052347183,0.009225939,0.032703266,-0.02821827,-0.0027453867,0.0131582515,-0.04491374,0.10355197,-0.060104683,-0.0027026683,-0.019504879,0.048434734,-0.0005390494,0.03550708,-0.121877,0.0758691,-0.041026406,0.03718936,classical
1.0,-2.184872,1.3082279,0.030440638,0.09589591,-0.22777328,-0.108667925,0.017049098,0.09746273,0.042731255,-0.042076685,0.00888856,0.0019136522,-0.07485007,0.012446655,0.04515728,0.036537018,-0.03694345,-0.006334569,0.0033529648,-0.017893512,0.016578227,0.051563278,-0.072352745,-0.013048073,0.05647296,-0.011224836,-0.01887872,-0.024392828,0.029531589,0.0063838013,classical
1.0,-2.3845248,1.8779091,-0.37958413,0.059988644,-0.29282466,0.15947501,-0.16449755,0.15588479,0.20203537,-0.25753,0.064510845,-0.10391386,-0.0329514,0.24835384,-0.078804985,-0.038195178,-0.13184997,0.10749074,0.10337432,-0.15490961,0.1571927,-0.10536388,-0.039259274,0.07504201,-0.062961094,0.092655525,-0.012669243,0.101251245,-0.34533924,0.21252671,classical
1.0,-2.538813,2.4873462,-0.95464313,0.021422854,-0.35979667,0.82137525,-0.6401945,0.29252622,-0.06839977,-0.10179986,0.17708501,-0.13386585,0.015826307,-0.015174534,0.038901474,0.032793064,-0.06769537,0.09748975,-0.14732891,0.035907093,0.103184916,-0.062933594,0.025205627,-0.044649504,0.020101853,0.050167024,-0.110678874,0.12315054,-0.059624158,0.009681718,classical
1.0,-1.9752312,1.3646022,-0.5250458,0.2875387,-0.16685535,0.23866983,-0.33845884,0.27929506,-0.13976872,-0.06014183,-0.06877356,0.08990739,0.106293105,0.1288301,-0.44713384,0.53758276,-0.5056405,0.3539635,-0.24163455,0.28746393,-0.3289219,0.32243866,-0.20803805,0.052964855,0.09157804,-0.27083176,0.2427889,0.0828643,-0.33988568,0.19571246,classical
1.0,-2.0010605,1.4872316,-0.76275975,0.56078684,-0.3597777,0.17481694,-0.07275116,0.13553467,-0.1395143,-0.20481302,0.27657712,-0.3101251,0.5338401,-0.3055046,-0.119698405,0.3734654,-0.48591384,0.459044,-0.35196796,0.25075772,-0.22201143,0.425468,-0.6354762,0.5090479,-0.3752809,0.38649473,-0.1593991,-0.13302483,0.08971869,0.012203964,classical
1.0,-2.9818683,3.6219478,-2.3730147,1.1533841,-0.8316593,0.790508,-0.7040307,0.7332181,-0.7592057,0.54599434,-0.37068355,0.34897596,-0.25661537,0.16282865,-0.18419002,0.21046992,-0.12929495,0.06641335,-0.12328476,0.14988199,-0.0853486,0.024354503,-0.00690862,0.013061671,-0.007956367,0.015493345,-0.065824956,0.07564215,-0.022384498,-0.0032590178,classical
1.0,-3.0747578,4.0963106,-3.2051895,1.8237888,-1.0465764,0.7285881,-0.64531773,0.8081083,-0.93382037,0.72491187,-0.43810892,0.32070947,-0.24855164,0.16025685,-0.19494829,0.3398521,-0.29477298,0.07230838,0.017708786,0.06726883,-0.20617846,0.20941679,0.02639381,-0.1958679,0.076209344,0.11472922,-0.18028691,0.10642267,0.007045597,-0.022924487,classical
1.0,-2.0803974,1.9702787,-1.4587016,1.1427537,-0.9546734,0.77050537,-0.66324747,0.61870474,-0.54260904,0.4078036,-0.33005628,0.25421563,-0.21674265,0.24765131,-0.33170682,0.34431723,-0.24696805,0.15387955,-0.12035057,0.07358126,0.016297229,-0.029146716,0.031488724,-0.049233466,0.038173757,-0.015420005,-0.0049967766,0.05325432,-0.15088904,0.11106688,classical
1.0,-1.6200877,1.2259852,-0.8313858,0.6629671,-0.60409504,0.4743311,-0.38739315,0.39245462,-0.35826927,0.2667646,-0.13790987,0.05469998,-0.07087714,0.085651495,-0.081154555,0.053533323,-0.06618419,0.07189796,-0.09870379,0.14186276,-0.10143215,0.075101145,-0.026025154,0.066922404,-0.099057965,0.07444627,-0.070134036,0.070978105,-0.070205145,0.019913325,classical
1.0,-1.4784248,1.0024282,-0.6516757,0.53690976,-0.53050673,0.38936642,-0.33436084,0.3862167,-0.36596242,0.26746812,-0.15018742,0.09325473,-0.11559826,0.13474195,-0.10302846,0.118958466,-0.114571325,0.09757549,-0.07987352,0.07225942,-0.06017772,0.04762893,-0.029649902,0.06804536,-0.099331304,0.089350946,-0.039662898,0.06798366,-0.106991425,0.050882433,classical
1.0,-1.5999379,1.1005201,-0.68009114,0.5552968,-0.55095834,0.43806067,-0.3954876,0.46385142,-0.45086768,0.32138795,-0.17580272,0.090635896,-0.13448694,0.14338918,-0.118017696,0.10201217,-0.07136098,0.07123952,-0.109773375,0.13667098,-0.097154446,0.028937861,-0.011306357,0.07815459,-0.11997736,0.0882388,-0.046151455,0.070612356,-0.087476134,0.02108557,classical
1.0,-2.5225403,2.192337,-0.6439247,0.20994838,-0.5635209,0.47934422,-0.23495111,0.3706694,-0.45663404,0.24347213,-0.10471405,0.15470336,-0.17651258,0.16905645,-0.118169636,0.0725621,-0.05022093,0.0046801157,-0.10199739,0.14128393,0.09679201,-0.08848643,-0.18435693,0.054082967,0.25966844,-0.030320734,-0.25005448,-0.15940481,0.49932903,-0.23163503,classical
1.0,-2.563965,2.3956528,-0.98266006,0.42603114,-0.6376643,0.47025904,-0.17552774,0.41141167,-0.5893935,0.26079765,-0.02511676,0.21177931,-0.31186426,0.14341727,0.007443333,-0.030545255,-0.07427184,0.20923913,-0.09662551,-0.12072271,0.034617182,0.16709936,-0.031052519,-0.15546878,-0.00010245014,0.13555746,-0.0072229314,-0.07096668,0.015861282,0.0065019834,classical
1.0,-2.0242999,1.693091,-0.9108144,0.5685027,-0.51086307,0.4349067,-0.37772027,0.37979385,-0.3349908,0.23983936,-0.21180318,0.18705086,-0.13617884,0.0756014,-0.07530701,0.081151016,-0.07776746,0.08200521,-0.07825878,0.060927555,-0.030906886,0.042305224,-0.015248395,0.01841749,-0.04743233,0.056813646,-0.030263104,0.040199816,-0.04721236,0.0036466254,classical
1.0,-1.8713657,1.4486618,-0.81348836,0.5379592,-0.49162364,0.4430228,-0.41818726,0.3891197,-0.33115673,0.25448573,-0.23908786,0.18046339,-0.1321652,0.14540723,-0.11756118,0.09459427,-0.09782025,0.084039666,-0.03207576,0.013719018,0.004446295,-0.034683947,0.08485457,-0.04570238,-0.11609235,0.21981025,-0.14413561,-0.006241601,0.059900016,-0.027093856,classical
1.0,-1.8844419,1.4960996,-0.8575064,0.540001,-0.48435295,0.44410342,-0.4134966,0.3854164,-0.33024788,0.2302562,-0.1727316,0.13556822,-0.09917089,0.07470728,-0.07275259,0.07760245,-0.057398908,0.058558714,-0.048621394,0.051431708,-0.039527018,-0.02190973,0.087341875,-0.034681786,-0.10986202,0.17433688,-0.09637013,-0.060889278,0.11963162,-0.046191495,classical
1.0,-2.047837,1.6912131,-0.89414424,0.53281564,-0.47896355,0.48243177,-0.45279548,0.38587606,-0.32734007,0.2722856,-0.22774492,0.19836587,-0.1471194,0.122224614,-0.12524359,0.08995291,-0.07530096,0.09858539,-0.065171786,0.00790127,-0.019566175,0.026621472,0.029012846,-0.01700798,-0.045298018,0.06676857,-0.035427544,-0.033328477,0.093381055,-0.052875254,classical
